,meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
0,,Super Mario 3D World + Bowser's Fury,Switch,"Feb 12, 2021",,/game/switch/super-mario-3d-world-+-bowsers-fury,,['Nintendo'],"['3D', 'Action', 'Platformer']"
1,,Super Smash Bros. Ultimate: Sephiroth,Switch,"Dec 22, 2020",,/game/switch/super-smash-bros-ultimate-sephiroth,,['Nintendo'],"['Action', '2D', 'Fighting']"
2,66.0,Fitness Boxing 2: Rhythm & Exercise,Switch,"Dec 4, 2020",6.2,/game/switch/fitness-boxing-2-rhythm-exercise,E,"['Nintendo', ' Imagineer Co.', 'Ltd.']","['Exercise / Fitness', 'Miscellaneous']"
3,63.0,Fire Emblem: Shadow Dragon & the Blade of Light,Switch,"Dec 4, 2020",7.6,/game/switch/fire-emblem-shadow-dragon-the-blade-of-light,E,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
4,79.0,Hyrule Warriors: Age of Calamity,Switch,"Nov 20, 2020",8.1,/game/switch/hyrule-warriors-age-of-calamity,T,"['Omega Force', ' Koei Tecmo Games']","['3D', 'Action', ""Beat-'Em-Up""]"
5,,Pokemon Sword + Pokemon Sword Expansion Pass,Switch,"Nov 6, 2020",6.7,/game/switch/pokemon-sword-+-pokemon-sword-expansion-pass,E,['Game Freak'],"['Role-Playing', 'Trainer']"
6,,Pokemon Shield + Pokemon Shield Expansion Pass,Switch,"Nov 6, 2020",6.6,/game/switch/pokemon-shield-+-pokemon-shield-expansion-pass,E,['Game Freak'],"['Role-Playing', 'Trainer']"
7,85.0,Pikmin 3 Deluxe,Switch,"Oct 30, 2020",8.4,/game/switch/pikmin-3-deluxe,E10+,"['Eighting', ' Nintendo']","['Real-Time', 'Strategy', 'General']"
8,79.0,Part Time UFO,Switch,"Oct 28, 2020",7.3,/game/switch/part-time-ufo,E10+,['HAL Labs'],"['Action', 'Arcade']"
9,,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda - Complete Edition,Switch,"Oct 23, 2020",,/game/switch/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda---complete-edition,E,['Brace Yourself Games'],"['Rhythm', 'Action', 'Music']"
10,75.0,Pokemon Sword / Shield: The Crown Tundra,Switch,"Oct 22, 2020",7.4,/game/switch/pokemon-sword-shield-the-crown-tundra,,['Game Freak'],"['Role-Playing', 'Trainer']"
11,75.0,Mario Kart Live: Home Circuit,Switch,"Oct 16, 2020",7.3,/game/switch/mario-kart-live-home-circuit,E,"['Nintendo', ' Velan Studios']","['Arcade', 'Racing', 'Automobile']"
12,,Super Smash Bros. Ultimate: Steve & Alex,Switch,"Oct 13, 2020",9.3,/game/switch/super-smash-bros-ultimate-steve-alex,E10+,['Nintendo'],"['Action', '2D', 'Fighting']"
13,,Mario Kart 8 Deluxe + Super Mario Party,Switch,"Oct 4, 2020",,/game/switch/mario-kart-8-deluxe-+-super-mario-party,E,['Nintendo'],"['Compilation', 'Miscellaneous']"
14,75.0,Super Mario Bros. 35,Switch,"Oct 1, 2020",7.5,/game/switch/super-mario-bros-35,,['Nintendo'],"['Action', '2D', 'Platformer']"
15,,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda - DLC 3 Story Pack: Symphony of the Mask,Switch,"Sep 23, 2020",,/game/switch/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda---dlc-3-story-pack-symphony-of-the-mask,E,['Brace Yourself Games'],"['Rhythm', 'Action', 'Music']"
16,65.0,Kirby Fighters 2,Switch,"Sep 23, 2020",7.9,/game/switch/kirby-fighters-2,,"['Nintendo', ' HAL Labs']","['Action', '2D', 'Fighting']"
17,82.0,Super Mario 3D All-Stars,Switch,"Sep 18, 2020",6.3,/game/switch/super-mario-3d-all-stars,E,['Nintendo'],"['Compilation', 'Miscellaneous']"
18,,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda - DLC 2 Melody Pack,Switch,"Aug 26, 2020",,/game/switch/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda---dlc-2-melody-pack,E,['Brace Yourself Games'],"['Rhythm', 'Action', 'Music']"
19,,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda - DLC 1 Character Pack,Switch,"Jul 20, 2020",,/game/switch/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda---dlc-1-character-pack,E,['Brace Yourself Games'],"['Rhythm', 'Action', 'Music']"
20,80.0,Paper Mario: The Origami King,Switch,"Jul 17, 2020",7.0,/game/switch/paper-mario-the-origami-king,E,['Intelligent Systems'],"['Role-Playing', 'General']"
21,,Super Smash Bros. Ultimate: Min Min,Switch,"Jun 29, 2020",7.8,/game/switch/super-smash-bros-ultimate-min-min,,['Nintendo'],"['Action', '2D', 'Fighting']"
22,64.0,Pokemon Cafe Mix,Switch,"Jun 23, 2020",7.7,/game/switch/pokemon-cafe-mix,E,['The Pokemon Company'],"['Puzzle', 'Matching']"
23,69.0,Pokemon Sword / Shield: The Isle of Armor,Switch,"Jun 17, 2020",5.3,/game/switch/pokemon-sword-shield-the-isle-of-armor,E,['Game Freak'],"['Role-Playing', 'Trainer']"
24,,Jump Rope Challenge,Switch,"Jun 15, 2020",7.4,/game/switch/jump-rope-challenge,,['Nintendo'],"['Action', 'General']"
25,82.0,Clubhouse Games: 51 Worldwide Classics,Switch,"Jun 5, 2020",7.8,/game/switch/clubhouse-games-51-worldwide-classics,E,"['Nintendo', ' Nd Cube']","['Party / Minigame', 'Miscellaneous']"
26,89.0,Xenoblade Chronicles: Definitive Edition,Switch,"May 29, 2020",8.9,/game/switch/xenoblade-chronicles-definitive-edition,T,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
27,,Arcade Archives: Vs. Wrecking Crew,Switch,"May 1, 2020",,/game/switch/arcade-archives-vs-wrecking-crew,E,['Nintendo'],"['Action', '2D', 'Platformer']"
28,,Marvel Ultimate Alliance 3: The Black Order - Expansion 3 - Fantastic Four: Shadow of Doom,Switch,"Mar 26, 2020",,/game/switch/marvel-ultimate-alliance-3-the-black-order---expansion-3---fantastic-four-shadow-of-doom,T,['Team Ninja'],"['Role-Playing', 'Action RPG']"
29,78.0,Good Job!,Switch,"Mar 26, 2020",7.7,/game/switch/good-job!,E,"['Nintendo', ' Paladin Studios']","['Action', 'General']"
30,90.0,Animal Crossing: New Horizons,Switch,"Mar 20, 2020",5.5,/game/switch/animal-crossing-new-horizons,E,['Nintendo'],"['Simulation', 'Virtual', 'Virtual Life']"
31,68.0,Pokemon Mystery Dungeon: Rescue Team DX,Switch,"Mar 6, 2020",8.2,/game/switch/pokemon-mystery-dungeon-rescue-team-dx,E,['Spike Chunsoft'],"['Role-Playing', 'Roguelike']"
32,,Luigi's Mansion 3: Multiplayer Pack 1 & 2,Switch,"Mar 4, 2020",,/game/switch/luigis-mansion-3-multiplayer-pack-1-2,,['Next Level Games'],"['General', 'Action Adventure']"
33,75.0,Fire Emblem: Three Houses - Side Story: Cindered Shadows,Switch,"Feb 13, 2020",7.6,/game/switch/fire-emblem-three-houses---side-story-cindered-shadows,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy']"
34,,Pokemon HOME,iOS,"Feb 11, 2020",,/game/ios/pokemon-home,,['Game Freak'],"['Miscellaneous', 'Application']"
35,,Pokemon HOME,Switch,"Feb 11, 2020",2.0,/game/switch/pokemon-home,E,['Game Freak'],"['Miscellaneous', 'Application']"
36,,Super Smash Bros. Ultimate: Byleth,Switch,"Jan 28, 2020",6.6,/game/switch/super-smash-bros-ultimate-byleth,E10+,['Nintendo'],"['Action', '2D', 'Fighting']"
37,81.0,Tokyo Mirage Sessions #FE Encore,Switch,"Jan 17, 2020",6.2,/game/switch/tokyo-mirage-sessions-fe-encore,T,['Atlus'],"['Role-Playing', 'Japanese-Style']"
38,64.0,Dr. Kawashima's Brain Training for Nintendo Switch,Switch,"Jan 3, 2020",5.9,/game/switch/dr-kawashimas-brain-training-for-nintendo-switch,,['Nintendo'],"['Miscellaneous', 'Edutainment']"
39,,Arcade Archives: Vs. Balloon Fight,Switch,"Dec 27, 2019",,/game/switch/arcade-archives-vs-balloon-fight,E,['Nintendo'],"['Action', 'Arcade']"
40,,Marvel Ultimate Alliance 3: The Black Order - Expansion 2: Rise of the Phoenix,Switch,"Dec 23, 2019",,/game/switch/marvel-ultimate-alliance-3-the-black-order---expansion-2-rise-of-the-phoenix,T,['Team Ninja'],"['Role-Playing', 'Action RPG']"
41,80.0,Pokemon Shield,Switch,"Nov 15, 2019",4.6,/game/switch/pokemon-shield,E,['Game Freak'],"['Role-Playing', 'Trainer']"
42,80.0,Pokemon Sword,Switch,"Nov 15, 2019",4.6,/game/switch/pokemon-sword,E,['Game Freak'],"['Role-Playing', 'Trainer']"
43,80.0,Pokemon Sword / Shield Dual Pack,Switch,"Nov 15, 2019",4.3,/game/switch/pokemon-sword-shield-dual-pack,E,['Game Freak'],"['Role-Playing', 'Trainer']"
44,73.0,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,Switch,"Nov 8, 2019",7.2,/game/switch/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy---deluxe-edition,E10+,['Level 5'],"['Puzzle', 'General']"
45,75.0,The Stretchers,Switch,"Nov 8, 2019",7.2,/game/switch/the-stretchers,E,['Tarsier Studios'],"['Action', 'General']"
46,,Super Smash Bros. Ultimate: Terry Bogard,Switch,"Nov 6, 2019",7.6,/game/switch/super-smash-bros-ultimate-terry-bogard,E10+,['Nintendo'],"['Action', '2D', 'Fighting']"
47,86.0,Luigi's Mansion 3,Switch,"Oct 31, 2019",8.5,/game/switch/luigis-mansion-3,E,"['Next Level Games', ' Nintendo']","['General', 'Action Adventure']"
48,83.0,Ring Fit Adventure,Switch,"Oct 18, 2019",8.7,/game/switch/ring-fit-adventure,E10+,['Nintendo'],"['Exercise / Fitness', 'Miscellaneous']"
49,64.0,Little Town Hero,Switch,"Oct 16, 2019",4.0,/game/switch/little-town-hero,E10+,['Game Freak'],"['Role-Playing', 'Japanese-Style']"
50,,Marvel Ultimate Alliance 3: The Black Order - Expansion 1: Curse of the Vampire,Switch,"Sep 30, 2019",,/game/switch/marvel-ultimate-alliance-3-the-black-order---expansion-1-curse-of-the-vampire,T,['Team Ninja'],"['Role-Playing', 'Action RPG']"
51,91.0,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,"Sep 27, 2019",8.6,/game/switch/dragon-quest-xi-s-echoes-of-an-elusive-age---definitive-edition,T,['Square Enix'],"['Role-Playing', 'Japanese-Style']"
52,58.0,Mario Kart Tour,iOS,"Sep 25, 2019",3.8,/game/ios/mario-kart-tour,E,['Nintendo'],"['Arcade', 'Racing', 'Automobile']"
53,87.0,The Legend of Zelda: Link's Awakening,Switch,"Sep 20, 2019",8.4,/game/switch/the-legend-of-zelda-links-awakening,E,"['Nintendo', ' GREZZO']","['Open-World', 'Action Adventure']"
54,69.0,Daemon X Machina,Switch,"Sep 13, 2019",7.3,/game/switch/daemon-x-machina,T,"['First Studio', ' Marvelous First Studio']","['Simulation', 'Vehicle', 'Combat']"
55,,Super Smash Bros. Ultimate: Banjo & Kazooie,Switch,"Sep 4, 2019",7.8,/game/switch/super-smash-bros-ultimate-banjo-kazooie,E10+,['Nintendo'],"['Action', '2D', 'Fighting']"
56,74.0,Super Kirby Clash,Switch,"Sep 4, 2019",7.4,/game/switch/super-kirby-clash,E,"['Nintendo', ' HAL Labs']","['Action', 'General']"
57,,Arcade Archives: Pinball,Switch,"Aug 30, 2019",,/game/switch/arcade-archives-pinball,E,['Nintendo'],"['Action', 'Pinball']"
58,87.0,Astral Chain,Switch,"Aug 30, 2019",8.9,/game/switch/astral-chain,T,['PlatinumGames'],"['General', 'Action Adventure']"
59,,Super Smash Bros. Ultimate: Hero,Switch,"Jul 30, 2019",7.8,/game/switch/super-smash-bros-ultimate-hero,E10+,['Nintendo'],"['Action', '2D', 'Fighting']"
60,89.0,Fire Emblem: Three Houses,Switch,"Jul 26, 2019",8.7,/game/switch/fire-emblem-three-houses,T,"['Intelligent Systems', ' Koei Tecmo Games']","['Turn-Based', 'Tactics', 'Strategy']"
61,73.0,Marvel Ultimate Alliance 3: The Black Order,Switch,"Jul 19, 2019",7.3,/game/switch/marvel-ultimate-alliance-3-the-black-order,T,['Team Ninja'],"['Role-Playing', 'Action RPG']"
62,58.0,Dr. Mario World,iOS,"Jul 10, 2019",3.4,/game/ios/dr-mario-world,,"['Nintendo', ' LINE Corporation']","['Action', 'Puzzle']"
63,,Arcade Archives: Clu Clu Land,Switch,"Jun 28, 2019",,/game/switch/arcade-archives-clu-clu-land,E,['Nintendo'],"['Action', 'Arcade']"
64,88.0,Super Mario Maker 2,Switch,"Jun 28, 2019",8.5,/game/switch/super-mario-maker-2,E,['Nintendo'],"['Action', '2D', 'Platformer']"
65,85.0,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,Switch,"Jun 13, 2019",8.1,/game/switch/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda,E,['Brace Yourself Games'],"['Rhythm', 'Action', 'Music']"
66,71.0,Nintendo Labo: Toycon 04 VR Kit,Switch,"May 12, 2019",6.5,/game/switch/nintendo-labo-toycon-04-vr-kit,E10+,['Nintendo'],"['Action', 'General']"
67,,Tetris 99: Big Block,Switch,"May 10, 2019",6.0,/game/switch/tetris-99-big-block,E,['Arika'],"['Stacking', 'Puzzle']"
68,81.0,BoxBoy! + BoxGirl!,Switch,"Apr 26, 2019",7.9,/game/switch/boxboy!-+-boxgirl!,E,['HAL Labs'],"['Action', 'Puzzle']"
69,,Super Smash Bros. Ultimate: Joker,Switch,"Apr 17, 2019",8.1,/game/switch/super-smash-bros-ultimate-joker,E10+,['Nintendo'],"['Action', '2D', 'Fighting']"
70,79.0,Yoshi's Crafted World,Switch,"Mar 28, 2019",8.0,/game/switch/yoshis-crafted-world,E,['Good-Feel'],"['3D', 'Action', 'Platformer']"
71,81.0,Captain Toad: Treasure Tracker - Special Episode,Switch,"Mar 14, 2019",8.2,/game/switch/captain-toad-treasure-tracker---special-episode,,['Nintendo Software Technology'],"['3D', 'Action', 'Platformer']"
72,79.0,Kirby's Extra Epic Yarn,3DS,"Mar 8, 2019",6.7,/game/3ds/kirbys-extra-epic-yarn,E,['Good-Feel'],"['Action', '2D', 'Platformer']"
73,,Arcade Archives: Vs. Ice Climber,Switch,"Feb 22, 2019",7.3,/game/switch/arcade-archives-vs-ice-climber,,['Nintendo'],"['Action', '2D', 'Platformer']"
74,83.0,Tetris 99,Switch,"Feb 13, 2019",8.3,/game/switch/tetris-99,E,"['Arika', ' Nintendo']","['Stacking', 'Puzzle']"
75,,Daemon X Machina: Prototype Missions,Switch,"Feb 13, 2019",6.6,/game/switch/daemon-x-machina-prototype-missions,,['Nintendo'],"['Simulation', 'Vehicle', 'Combat']"
76,80.0,Yo-kai Watch 3,3DS,"Feb 8, 2019",7.8,/game/3ds/yo-kai-watch-3,E10+,['Level 5'],"['Role-Playing', 'Trainer']"
77,,Super Smash Bros. Ultimate: Piranha Plant,Switch,"Jan 29, 2019",7.1,/game/switch/super-smash-bros-ultimate-piranha-plant,E10+,['Nintendo'],"['Action', '2D', 'Fighting']"
78,67.0,Travis Strikes Again: No More Heroes,Switch,"Jan 18, 2019",7.9,/game/switch/travis-strikes-again-no-more-heroes,M,['Grasshopper Manufacture'],"['3D', 'Action', ""Beat-'Em-Up""]"
79,84.0,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,3DS,"Jan 11, 2019",7.8,/game/3ds/mario-luigi-bowsers-inside-story-+-bowser-jrs-journey,E,"['Nintendo', ' Alphadream Corporation']","['Role-Playing', 'Japanese-Style']"
80,80.0,New Super Mario Bros. U Deluxe,Switch,"Jan 11, 2019",7.0,/game/switch/new-super-mario-bros-u-deluxe,E,['Nintendo'],"['Action', '2D', 'Platformer']"
81,66.0,Fitness Boxing,Switch,"Jan 4, 2019",6.7,/game/switch/fitness-boxing,T,"['Imagineer Co.', 'Ltd.']","['Exercise / Fitness', 'Miscellaneous']"
82,93.0,Super Smash Bros. Ultimate,Switch,"Dec 7, 2018",8.6,/game/switch/super-smash-bros-ultimate,E10+,"['Nintendo', ' HAL Labs', ' Bandai Namco Games', ' Sora Ltd.']","['Action', '2D', 'Fighting']"
83,80.0,"Pokemon: Let's Go, Eevee!",Switch,"Nov 16, 2018",6.2,/game/switch/pokemon-lets-go-eevee!,E,['Game Freak'],"['Role-Playing', 'Trainer', 'Action RPG']"
84,79.0,"Pokemon: Let's Go, Pikachu!",Switch,"Nov 16, 2018",6.1,/game/switch/pokemon-lets-go-pikachu!,E,['Game Freak'],"['Role-Playing', 'Trainer', 'Action RPG']"
85,,Arcade Archives: Urban Champion,Switch,"Nov 9, 2018",,/game/switch/arcade-archives-urban-champion,,['Nintendo'],"['Action', '2D', 'Fighting']"
86,77.0,The World Ends with You: Final Remix,Switch,"Oct 12, 2018",7.1,/game/switch/the-world-ends-with-you-final-remix,T,"['Square Enix', ' h.a.n.d. Inc.', ' Jupiter Corporation']","['Role-Playing', 'Action RPG']"
87,74.0,Luigi's Mansion,3DS,"Oct 12, 2018",8.1,/game/3ds/luigis-mansion,E,"['Nintendo', ' GREZZO']","['General', 'Action Adventure']"
88,76.0,Super Mario Party,Switch,"Oct 5, 2018",7.2,/game/switch/super-mario-party,E,"['Nintendo', ' Nd Cube']","['Party / Minigame', 'Miscellaneous']"
89,69.0,Dragalia Lost,iOS,"Sep 27, 2018",7.7,/game/ios/dragalia-lost,T,['Cygames'],"['Role-Playing', 'General']"
90,,Yo-kai Watch Blasters: Moon Rabbit Crew,3DS,"Sep 27, 2018",,/game/3ds/yo-kai-watch-blasters-moon-rabbit-crew,E10+,['Level 5'],"['3D', 'Action', ""Beat-'Em-Up""]"
91,,Arcade Archives: Excitebike,Switch,"Sep 21, 2018",,/game/switch/arcade-archives-excitebike,E,['Nintendo'],"['Arcade', 'Racing', 'Automobile']"
92,80.0,Xenoblade Chronicles 2: Torna ~ The Golden Country,Switch,"Sep 14, 2018",8.7,/game/switch/xenoblade-chronicles-2-torna-the-golden-country,T,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
93,69.0,Nintendo Labo: Toycon 03 Vehicle Kit,Switch,"Sep 14, 2018",7.2,/game/switch/nintendo-labo-toycon-03-vehicle-kit,E,['Nintendo'],"['Party / Minigame', 'Miscellaneous']"
94,67.0,Yo-kai Watch Blasters: Red Cat Corps,3DS,"Sep 7, 2018",7.5,/game/3ds/yo-kai-watch-blasters-red-cat-corps,E10+,['Level 5'],"['3D', 'Action', ""Beat-'Em-Up""]"
95,67.0,Yo-kai Watch Blasters: White Dog Squad,3DS,"Sep 7, 2018",7.5,/game/3ds/yo-kai-watch-blasters-white-dog-squad,E10+,['Level 5'],"['3D', 'Action', ""Beat-'Em-Up""]"
96,78.0,WarioWare Gold,3DS,"Aug 3, 2018",8.0,/game/3ds/warioware-gold,E10+,['Nintendo'],"['Party / Minigame', 'Miscellaneous']"
97,62.0,Go Vacation,Switch,"Jul 27, 2018",7.8,/game/switch/go-vacation,E,['Bandai Namco Games'],"['Party / Minigame', 'Miscellaneous']"
98,,Xenoblade Chronicles 2: New Quests Pack 4,Switch,"Jul 26, 2018",,/game/switch/xenoblade-chronicles-2-new-quests-pack-4,,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
99,82.0,Captain Toad: Treasure Tracker,Switch,"Jul 13, 2018",7.9,/game/switch/captain-toad-treasure-tracker,E,"['Nintendo EAD Tokyo ', ' Nintendo Software Technology']","['3D', 'Action', 'Platformer']"
100,79.0,Captain Toad: Treasure Tracker,3DS,"Jul 13, 2018",6.9,/game/3ds/captain-toad-treasure-tracker,E,"['Nintendo EAD Tokyo ', ' Nintendo Software Technology']","['3D', 'Action', 'Platformer']"
101,83.0,Octopath Traveler,Switch,"Jul 12, 2018",8.5,/game/switch/octopath-traveler,T,"['Square Enix', ' Acquire']","['Role-Playing', 'General', 'Japanese-Style']"
102,75.0,Mario Tennis Aces,Switch,"Jun 22, 2018",7.1,/game/switch/mario-tennis-aces,E,['Camelot Software Planning'],"['Tennis', 'Individual', 'Sports']"
103,82.0,Arcade Archives: Donkey Kong,Switch,"Jun 14, 2018",8.5,/game/switch/arcade-archives-donkey-kong,E,['Nintendo'],"['Action', '2D', 'Platformer']"
104,82.0,Splatoon 2: Octo Expansion,Switch,"Jun 13, 2018",8.4,/game/switch/splatoon-2-octo-expansion,E10+,['Nintendo'],"['Action', 'Arcade', 'Third-Person', 'Shooter']"
105,,Xenoblade Chronicles 2: Battle Challenge Mode Pack,Switch,"Jun 13, 2018",,/game/switch/xenoblade-chronicles-2-battle-challenge-mode-pack,T,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
106,,Sushi Striker: The Way of Sushido,3DS,"Jun 8, 2018",7.1,/game/3ds/sushi-striker-the-way-of-sushido,E,['indieszero'],"['Puzzle', 'Matching']"
107,76.0,Sushi Striker: The Way of Sushido,Switch,"Jun 8, 2018",7.8,/game/switch/sushi-striker-the-way-of-sushido,E,['indieszero'],"['Puzzle', 'Matching']"
108,62.0,Pokemon Quest,iOS,"May 30, 2018",4.7,/game/ios/pokemon-quest,,['Game Freak'],"['Role-Playing', 'Action RPG']"
109,64.0,Pokemon Quest,Switch,"May 29, 2018",6.5,/game/switch/pokemon-quest,E,['Game Freak'],"['Role-Playing', 'Action RPG']"
110,,Xenoblade Chronicles 2: New Quests Pack 3,Switch,"May 25, 2018",,/game/switch/xenoblade-chronicles-2-new-quests-pack-3,T,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
111,69.0,Dillon's Dead-Heat Breakers,3DS,"May 24, 2018",7.6,/game/3ds/dillons-dead-heat-breakers,E10+,"['Nintendo', ' Vanpool']","['Action', 'General']"
112,78.0,Hyrule Warriors: Definitive Edition,Switch,"May 18, 2018",7.9,/game/switch/hyrule-warriors-definitive-edition,T,['Koei Tecmo Games'],"['3D', 'Action', ""Beat-'Em-Up""]"
113,86.0,Donkey Kong Country: Tropical Freeze,Switch,"May 4, 2018",8.6,/game/switch/donkey-kong-country-tropical-freeze,E,['Retro Studios'],"['Action', '2D', 'Platformer']"
114,77.0,Nintendo Labo: Toycon 01 Variety Kit,Switch,"Apr 20, 2018",6.9,/game/switch/nintendo-labo-toycon-01-variety-kit,E,['Nintendo'],"['Party / Minigame', 'Miscellaneous']"
115,68.0,Nintendo Labo: Toycon 02 Robot Kit,Switch,"Apr 20, 2018",6.5,/game/switch/nintendo-labo-toycon-02-robot-kit,E10+,['Nintendo'],"['Party / Minigame', 'Miscellaneous']"
116,,Arcade Archives: Punch-Out!,Switch,"Mar 30, 2018",7.5,/game/switch/arcade-archives-punch-out!,E10+,['Nintendo'],"['Combat', 'Individual', 'Sports', 'Boxing / Martial Arts']"
117,,Xenoblade Chronicles 2: New Quests Pack 2,Switch,"Mar 30, 2018",,/game/switch/xenoblade-chronicles-2-new-quests-pack-2,T,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
118,,Fire Emblem Warriors: Awakening Pack,3DS,"Mar 29, 2018",,/game/3ds/fire-emblem-warriors-awakening-pack,T,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
119,71.0,Detective Pikachu,3DS,"Mar 23, 2018",7.4,/game/3ds/detective-pikachu,E,['Creatures Inc.'],"['3D', 'Adventure', 'Third-Person']"
120,73.0,Kirby Star Allies,Switch,"Mar 16, 2018",7.5,/game/switch/kirby-star-allies,E10+,['HAL Labs'],"['Action', '2D', 'Platformer']"
121,,Kirby Star Allies Demo,Switch,"Mar 4, 2018",7.0,/game/switch/kirby-star-allies-demo,,['HAL Labs'],"['Action', '2D', 'Platformer']"
122,90.0,Bayonetta + Bayonetta 2,Switch,"Feb 16, 2018",8.7,/game/switch/bayonetta-+-bayonetta-2,M,['PlatinumGames'],"['Compilation', 'Miscellaneous']"
123,92.0,Bayonetta 2,Switch,"Feb 16, 2018",8.5,/game/switch/bayonetta-2,M,"['Nintendo', ' PlatinumGames']","['Linear', 'Action Adventure']"
124,84.0,Bayonetta,Switch,"Feb 16, 2018",8.3,/game/switch/bayonetta,M,"['Nintendo', ' PlatinumGames']","['Linear', 'Action Adventure']"
125,,Fire Emblem Warriors: Shadow Dragon Pack,Switch,"Feb 14, 2018",,/game/switch/fire-emblem-warriors-shadow-dragon-pack,T,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
126,,Fire Emblem Warriors: Shadow Dragon Pack,3DS,"Feb 14, 2018",,/game/3ds/fire-emblem-warriors-shadow-dragon-pack,T,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
127,81.0,Dragon Quest Builders,Switch,"Feb 9, 2018",8.1,/game/switch/dragon-quest-builders,E10+,['Square Enix'],"['Sandbox', 'Action Adventure']"
128,,Pokken Tournament DX: Battle Pack,Switch,"Jan 31, 2018",6.6,/game/switch/pokken-tournament-dx-battle-pack,,['Bandai Namco Games'],"['3D', 'Action', 'Fighting']"
129,,Xenoblade Chronicles 2: New Quests Pack 1,Switch,"Jan 30, 2018",7.2,/game/switch/xenoblade-chronicles-2-new-quests-pack-1,,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
130,57.0,Kirby Battle Royale,3DS,"Jan 19, 2018",7.1,/game/3ds/kirby-battle-royale,E10+,"['Nintendo', ' HAL Labs']","['Party / Minigame', 'Miscellaneous']"
131,80.0,Style Savvy: Styling Star,3DS,"Dec 25, 2017",7.6,/game/3ds/style-savvy-styling-star,E,"['Nintendo', ' syn Sophia']","['Simulation', 'Virtual', 'Career']"
132,,Arcade Archives: Vs. Super Mario Bros.,Switch,"Dec 22, 2017",7.4,/game/switch/arcade-archives-vs-super-mario-bros,E,['Nintendo'],"['Action', '2D', 'Platformer']"
133,,Fire Emblem Warriors: Fates Pack,Switch,"Dec 21, 2017",6.6,/game/switch/fire-emblem-warriors-fates-pack,T,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
134,,Fire Emblem Warriors: Fates Pack,3DS,"Dec 21, 2017",,/game/3ds/fire-emblem-warriors-fates-pack,T,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
135,81.0,The Legend of Zelda: Breath of the Wild - The Champions' Ballad,Switch,"Dec 7, 2017",8.5,/game/switch/the-legend-of-zelda-breath-of-the-wild---the-champions-ballad,E10+,['Nintendo'],"['Open-World', 'Action Adventure']"
136,,The Legend of Zelda: Breath of the Wild - The Champions' Ballad,WIIU,"Dec 7, 2017",8.8,/game/wii-u/the-legend-of-zelda-breath-of-the-wild---the-champions-ballad,E10+,['Nintendo'],"['Open-World', 'Action Adventure']"
137,83.0,Xenoblade Chronicles 2,Switch,"Dec 1, 2017",8.7,/game/switch/xenoblade-chronicles-2,T,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
138,72.0,Animal Crossing: Pocket Camp,iOS,"Nov 21, 2017",7.0,/game/ios/animal-crossing-pocket-camp,E,['Nintendo'],"['Simulation', 'Virtual', 'Virtual Life']"
139,84.0,Pokemon Ultra Sun,3DS,"Nov 17, 2017",7.8,/game/3ds/pokemon-ultra-sun,E,['Game Freak'],"['Role-Playing', 'Trainer']"
140,84.0,Pokemon Ultra Moon,3DS,"Nov 17, 2017",7.7,/game/3ds/pokemon-ultra-moon,E,['Game Freak'],"['Role-Playing', 'Trainer']"
141,,Pokemon Ultra Sun & Pokemon Ultra Moon Veteran Trainer's Dual Pack,3DS,"Nov 17, 2017",,/game/3ds/pokemon-ultra-sun-pokemon-ultra-moon-veteran-trainers-dual-pack,E,['Game Freak'],"['Role-Playing', 'Trainer']"
